Year,Suburb/Town Name,Offence Count
2016,Torrumbarry,25.0
2016,Tottenham,167.0
2016,Tourello,6.0
2016,Tower Hill,13.0
2016,Towong,1.0
2016,Trafalgar,380.0
2016,Trafalgar East,27.0
2016,Trafalgar South,7.0
2016,Tragowel,9.0
2016,Traralgon,4594.0
2016,Traralgon East,112.0
2016,Traralgon South,16.0
2016,Travancore,171.0
2016,Trawalla,17.0
2016,Trawool,4.0
2016,Tremont,14.0
2016,Trentham,54.0
2016,Trentham East,5.0
2016,Tresco,5.0
2016,Tresco West,5.0
2016,Truganina,1019.0
2016,Tubbut,3.0
2016,Tuerong,48.0
2016,Tullamarine,1289.0
2016,Tungamah,50.0
2016,Turoar,1.0
2016,Turriff,1.0
2016,Turtons Creek,3.0
2016,Tyaak,4.0
2016,Tyabb,219.0
2016,Tyers,57.0
2016,Tylden,43.0
2016,Tynong,34.0
2016,Tynong North,27.0
2016,Tyntynder,3.0
2016,Tyntynder South,13.0
2016,Tyrendarra,4.0
2016,Tyrendarra East,1.0
2016,Ultima,10.0
2016,Ulupna,1.0
2016,Undera,18.0
2016,Underbool,4.0
2016,Upotipotpon,3.0
2016,Upper Ferntree Gully,270.0
2016,Upper Gundowring,1.0
2016,Upper Lurg,11.0
2016,Upper Plenty,19.0
2016,Upper Ryans Creek,1.0
2016,Upwey,245.0
2016,Valencia Creek,3.0
2016,Vaughan,1.0
2016,Vectis,9.0
2016,Ventnor,46.0
2016,Venus Bay,74.0
2016,Vermont,321.0
2016,Vermont South,428.0
2016,Vervale,1.0
2016,Vesper,3.0
2016,Victoria Valley,7.0
2016,Viewbank,280.0
2016,Vinifera,8.0
2016,Violet Town,45.0
2016,Vite Vite,3.0
2016,W Tree,4.0
2016,Waaia,5.0
2016,Waanyarra,2.0
2016,Wahgunyah,18.0
2016,Wahring,7.0
2016,Wail,2.0
2016,Wairewa,5.0
2016,Wal Wal,7.0
2016,Waldara,8.0
2016,Walhalla,6.0
2016,Walkerville,1.0
2016,Wallace,9.0
2016,Wallacedale,9.0
2016,Wallagaraugh,1.0
2016,Wallan,1348.0
2016,Wallinduc,1.0
2016,Wallington,60.0
2016,Wallup,1.0
2016,Walmer,25.0
2016,Walpa,13.0
2016,Walpeup,1.0
2016,Walwa,2.0
2016,Wandana Heights,63.0
2016,Wandiligong,8.0
2016,Wandin East,18.0
2016,Wandin North,142.0
2016,Wando Vale,2.0
2016,Wandong,171.0
2016,Wangandary,6.0
2016,Wangarabell,2.0
2016,Wangaratta,2203.0
2016,Wangaratta South,116.0
2016,Wangoom,5.0
2016,Wannon,1.0
2016,Wantirna,822.0
2016,Wantirna South,2000.0
2016,Waranga Shores,12.0
2016,Waratah Bay,5.0
2016,Warburton,162.0
2016,Wareek,5.0
2016,Wargan,3.0
2016,Warncoort,3.0
2016,Warneet,31.0
2016,Warrabkook,1.0
2016,Warracknabeal,223.0
2016,Warragul,1662.0
2016,Warragul South,5.0
2016,Warragul West,3.0
2016,Warrak,6.0
2016,Warrandyte,200.0
2016,Warrandyte South,22.0
2016,Warranwood,71.0
2016,Warrayure,1.0
2016,Warrenbayne,104.0
2016,Warrenheip,102.0
2016,Warrion,3.0
2016,Warrnambool,3152.0
2016,Warrong,3.0
2016,Wartook,1.0
2016,Watchem,5.0
2016,Watchupga,1.0
2016,Waterford Park,15.0
2016,Waterholes,1.0
2016,Waterloo,16.0
2016,Waterways,58.0
2016,Watsonia,629.0
2016,Watsonia North,160.0
2016,Wattle Bank,2.0
2016,Wattle Flat,4.0
2016,Wattle Glen,67.0
2016,Waubra,21.0
2016,Waurn Ponds,251.0
2016,Weatherboard,1.0
2016,Wedderburn,82.0
2016,Wedderburn Junction,1.0
2016,Weering,3.0
2016,Weerite,2.0
2016,Wehla,2.0
2016,Wellsford,15.0
2016,Welshmans Reef,5.0
2016,Welshpool,14.0
2016,Wemen,14.0
2016,Wendouree,1718.0
2016,Wensleydale,3.0
2016,Werneth,2.0
2016,Werribee,4664.0
2016,Werribee South,194.0
2016,Werrimull,7.0
2016,Wesburn,40.0
2016,West Bendigo,46.0
2016,West Footscray,657.0
2016,West Melbourne,908.0
2016,West Wodonga,794.0
2016,Westbury,7.0
2016,Westmeadows,499.0
2016,Westmere,3.0
2016,Wharparilla,6.0
2016,Wheatsheaf,4.0
2016,Wheelers Hill,736.0
2016,Whipstick,5.0
2016,White Hills,224.0
2016,Whiteheads Creek,29.0
2016,Whitfield,5.0
2016,Whittington,528.0
2016,Whittlesea,423.0
2016,Whoorel,3.0
2016,Whorouly,10.0
2016,Whorouly East,4.0
2016,Whroo,11.0
2016,Wilby,1.0
2016,Wild Dog Valley,1.0
2016,Wildwood,17.0
2016,Willaura,28.0
2016,Willenabrina,1.0
2016,Williams Landing,408.0
2016,Williamstown,1110.0
2016,Williamstown North,206.0
2016,Willow Grove,17.0
2016,Willowmavin,2.0
2016,Willung,9.0
2016,Willung South,1.0
2016,Wilsons Hill,4.0
2016,Wilsons Promontory,13.0
2016,Wimbledon Heights,28.0
2016,Winchelsea,105.0
2016,Winchelsea South,3.0
2016,Windermere,13.0
2016,Windsor,870.0
2016,Wingan River,4.0
2016,Wingeel,1.0
2016,Winlaton,1.0
2016,Winnindoo,14.0
2016,Winslow,1.0
2016,Winton,23.0
2016,Winton North,1.0
2016,Wiseleigh,1.0
2016,Wodonga,2357.0
2016,Wollert,597.0
2016,Wombat Creek,1.0
2016,Won Wron,4.0
2016,Wonga Park,111.0
2016,Wongarra,2.0
2016,Wonthaggi,987.0
2016,Wonyip,18.0
2016,Wood Wood,5.0
2016,Woodend,198.0
2016,Woodend North,9.0
2016,Woodfield,7.0
2016,Woodford,8.0
2016,Woodglen,1.0
2016,Woodleigh,1.0
2016,Woods Point,19.0
2016,Woodside,29.0
2016,Woodside Beach,8.0
2016,Woodstock,14.0
2016,Woodstock On Loddon,4.0
2016,Woodstock West,1.0
2016,Woodvale,44.0
2016,Woolamai,11.0
2016,Woolsthorpe,2.0
2016,Woomelang,10.0
2016,Wooragee,5.0
2016,Wooreen,1.0
2016,Woori Yallock,136.0
2016,Woorinen,4.0
2016,Woorinen North,2.0
2016,Woorinen South,19.0
2016,Woorndoo,4.0
2016,Wooroonook,4.0
2016,Woosang,2.0
2016,Wootong Vale,2.0
2016,Wuk Wuk,1.0
2016,Wulgulmerang,1.0
2016,Wunghnu,22.0
2016,Wurruk,61.0
2016,Wy Yung,59.0
2016,Wycheproof,33.0
2016,Wychitella,6.0
2016,Wye River,13.0
2016,Wyelangta,1.0
2016,Wyndham Vale,1502.0
2016,Wyuna,71.0
2016,Wyuna East,14.0
2016,Yabba North,1.0
2016,Yabba South,2.0
2016,Yackandandah,20.0
2016,Yalca,16.0
2016,Yallambie,182.0
2016,Yallourn,11.0
2016,Yallourn North,120.0
2016,Yambuk,4.0
2016,Yambuna,4.0
2016,Yan Yean,20.0
2016,Yanac,5.0
2016,Yanakie,10.0
2016,Yandoit,1.0
2016,Yandoit Hills,2.0
2016,Yangery,3.0
2016,Yannathan,8.0
2016,Yapeen,2.0
2016,Yarck,6.0
2016,Yarpturk,3.0
2016,Yarra Glen,92.0
2016,Yarra Junction,130.0
2016,Yarraberb,1.0
2016,Yarragon,125.0
2016,Yarragon South,2.0
2016,Yarram,208.0
2016,Yarrambat,108.0
2016,Yarraville,903.0
2016,Yarrawalla,4.0
2016,Yarrawonga,416.0
2016,Yarroweyah,22.0
2016,Yea,132.0
2016,Yellingbo,62.0
2016,Yelta,21.0
2016,Yendon,5.0
2016,Yeo,5.0
2016,Yeodene,2.0
2016,Yering,11.0
2016,Yielima,34.0
2016,Yinnar,34.0
2016,Yinnar South,30.0
2016,Youanmite,3.0
2016,Youarang,3.0
2016,Yulecart,2.0
2016,Yuroke,5.0
2016,Yuulong,2.0
2016,Zeerust,54.0
2017,Abbotsford,1416.0
2017,Aberfeldie,137.0
2017,Aberfeldy,1.0
2017,Acheron,5.0
2017,Ada,2.0
2017,Adams Estate,2.0
2017,Addington,2.0
2017,Adelaide Lead,2.0
2017,Agnes,3.0
2017,Aireys Inlet,35.0
2017,Airly,2.0
2017,Airport West,962.0
2017,Albanvale,326.0
2017,Albert Park,586.0
2017,Alberton,8.0
2017,Alberton West,5.0
2017,Albion,496.0
2017,Alexandra,132.0
2017,Alfredton,490.0
2017,Allambee,1.0
2017,Allambee Reserve,1.0
2017,Allans Flat,1.0
2017,Allansford,29.0
2017,Allendale,1.0
2017,Allestree,2.0
2017,Alma,1.0
2017,Almonds,1.0
2017,Almurta,1.0
2017,Alphington,372.0
2017,Altona,763.0
2017,Altona Meadows,897.0
2017,Altona North,1174.0
2017,Alvie,8.0
2017,Amherst,2.0
2017,Amphitheatre,6.0
2017,Anakie,40.0
2017,Ancona,6.0
2017,Anderson,5.0
2017,Anglers Rest,1.0
2017,Anglesea,108.0
2017,Antwerp,8.0
2017,Apollo Bay,102.0
2017,Apsley,9.0
2017,Ararat,1087.0
2017,Arawata,2.0
2017,Arcadia,10.0
2017,Arcadia South,1.0
2017,Archdale,2.0
2017,Archies Creek,7.0
2017,Ardeer,295.0
2017,Ardmona,43.0
2017,Argyle,4.0
2017,Armadale,481.0
2017,Armstrong,7.0
2017,Armstrong Creek,190.0
2017,Arnold,2.0
2017,Arthurs Creek,7.0
2017,Arthurs Seat,27.0
2017,Ascot,66.0
2017,Ascot Vale,1355.0
2017,Ashbourne,5.0
2017,Ashburton,368.0
2017,Ashwood,471.0
2017,Aspendale,293.0
2017,Aspendale Gardens,169.0
2017,Athlone,4.0
2017,Attwood,91.0
2017,Auchmore,1.0
2017,Avalon,41.0
2017,Avenel,48.0
2017,Avoca,92.0
2017,Avondale Heights,494.0
2017,Avonsleigh,8.0
2017,Axe Creek,15.0
2017,Axedale,41.0
2017,Bacchus Marsh,775.0
2017,Baddaginnie,21.0
2017,Badger Creek,77.0
2017,Bagshot,10.0
2017,Bahgallah,1.0
2017,Bailieston,10.0
2017,Bairnsdale,1505.0
2017,Bakery Hill,107.0
2017,Balaclava,624.0
2017,Bald Hills,3.0
2017,Balintore,1.0
2017,Ballan,265.0
2017,Ballangeich,2.0
2017,Ballarat,3066.0
2017,Ballarat East,614.0
2017,Ballarat North,249.0
2017,Ballendella,3.0
2017,Balliang,18.0
2017,Balliang East,14.0
2017,Ballyrogan,4.0
2017,Balmattum,13.0
2017,Balmoral,5.0
2017,Balnarring,82.0
2017,Balnarring Beach,25.0
2017,Balook,1.0
2017,Balwyn,507.0
2017,Balwyn North,647.0
2017,Bamawm,14.0
2017,Bamawm Extension,4.0
2017,Bambra,4.0
2017,Bandiana,114.0
2017,Bangerang,3.0
2017,Bangholme,73.0
2017,Bannerton,36.0
2017,Bannockburn,105.0
2017,Banyena,1.0
2017,Baranduda,46.0
2017,Baringhup,7.0
2017,Barjarg,5.0
2017,Barkers Creek,16.0
2017,Barkly,6.0
2017,Barmah,34.0
2017,Barnadown,4.0
2017,Barnawartha,37.0
2017,Barnawartha North,38.0
2017,Baromi,3.0
2017,Barongarook,12.0
2017,Barongarook West,11.0
2017,Barrabool,8.0
2017,Barramunga,2.0
2017,Barwidgee,5.0
2017,Barwite,2.0
2017,Barwon Heads,167.0
2017,Bass,29.0
2017,Batesford,54.0
2017,Bathumi,1.0
2017,Baw Baw,5.0
2017,Baxter,175.0
2017,Bayindeen,4.0
2017,Bayles,28.0
2017,Baynton,2.0
2017,Bayswater,1365.0
2017,Bayswater North,797.0
2017,Beaconsfield,400.0
2017,Beaconsfield Upper,67.0
2017,Bealiba,18.0
2017,Bearii,10.0
2017,Bears Lagoon,4.0
2017,Beaufort,143.0
2017,Beaumaris,335.0
2017,Beazleys Bridge,1.0
2017,Beeac,16.0
2017,Beech Forest,1.0
2017,Beechworth,134.0
2017,Beenak,2.0
2017,Belgrave,306.0
2017,Belgrave Heights,7.0
2017,Belgrave South,43.0
2017,Bell Park,447.0
2017,Bell Post Hill,307.0
2017,Bellarine,29.0
2017,Bellbird Creek,7.0
2017,Bellbrae,15.0
2017,Bellbridge,17.0
2017,Bellfield,186.0
2017,Bells Beach,8.0
2017,Belmont,1132.0
2017,Bemm River,1.0
2017,Bena,10.0
2017,Benalla,1129.0
2017,Benambra,4.0
2017,Bend Of Islands,2.0
2017,Bendigo,2863.0
2017,Benjeroop,2.0
2017,Benloch,4.0
2017,Bentleigh,1117.0
2017,Bentleigh East,1001.0
2017,Benwerrin,2.0
2017,Beremboke,2.0
2017,Berringa,10.0
2017,Berringama,2.0
2017,Berriwillock,3.0
2017,Berrybank,10.0
2017,Berrys Creek,3.0
2017,Berwick,2308.0
2017,Bessiebelle,2.0
2017,Bet Bet,21.0
2017,Bete Bolong,2.0
2017,Bethanga,10.0
2017,Betley,8.0
2017,Beulah,29.0
2017,Beverford,17.0
2017,Beveridge,192.0
2017,Big Hill,19.0
2017,Big Pats Creek,2.0
2017,Biggara,2.0
2017,Bindi,1.0
2017,Binginwarri,3.0
2017,Birchip,12.0
2017,Birdwoodton,43.0
2017,Birregurra,34.0
2017,Bittern,218.0
2017,Black Hill,149.0
2017,Black Range,5.0
2017,Black Rock,196.0
2017,Blackburn,666.0
2017,Blackburn North,233.0
2017,Blackburn South,371.0
2017,Blackwarry,2.0
2017,Blackwood,24.0
2017,Blairgowrie,146.0
2017,Blakeville,2.0
2017,Blampied,4.0
2017,Blind Bight,49.0
2017,Blowhard,1.0
2017,Bo Peep,4.0
2017,Bochara,1.0
2017,Bogong,6.0
2017,Boho,3.0
2017,Boho South,3.0
2017,Boisdale,6.0
2017,Bolinda,70.0
2017,Bolwarra,9.0
2017,Bolwarrah,1.0
2017,Bona Vista,1.0
2017,Bonang,5.0
2017,Bonbeach,387.0
2017,Bonegilla,37.0
2017,Boneo,28.0
2017,Bonnie Doon,26.0
2017,Bonshaw,14.0
2017,Bookaar,73.0
2017,Boolarra,39.0
2017,Boolarra South,6.0
2017,Boonah,1.0
2017,Boorcan,3.0
2017,Boorolite,3.0
2017,Boorool,3.0
2017,Boort,15.0
2017,Boosey,1.0
2017,Boralma,8.0
2017,Boronia,2496.0
2017,Borung,3.0
2017,Bostocks Creek,2.0
2017,Botanic Ridge,154.0
2017,Boundary Bend,4.0
2017,Bowenvale,9.0
2017,Bowmans Forest,1.0
2017,Bowser,1.0
2017,Box Hill,1348.0
2017,Box Hill North,406.0
2017,Box Hill South,372.0
2017,Bradford,1.0
2017,Bradvale,3.0
2017,Braeside,216.0
2017,Branxholme,23.0
2017,Braybrook,1230.0
2017,Breakaway Creek,3.0
2017,Breakwater,242.0
2017,Breamlea,8.0
2017,Brenanah,5.0
2017,Brewster,4.0
2017,Briagolong,33.0
2017,Briar Hill,112.0
2017,Bridgewater,7.0
2017,Bridgewater On Loddon,24.0
2017,Bright,91.0
2017,Brighton,1218.0
2017,Brighton East,537.0
2017,Brim,15.0
2017,Brimpaen,1.0
2017,Brit Brit,2.0
2017,Broadford,428.0
2017,Broadmeadows,3666.0
2017,Broadwater,1.0
2017,Brodribb River,1.0
2017,Bromley,1.0
2017,Brookfield,533.0
2017,Brooklyn,334.0
2017,Broomfield,3.0
2017,Brown Hill,145.0
2017,Browns Plains,1.0
2017,Brunswick,2568.0
2017,Brunswick East,915.0
2017,Brunswick West,884.0
2017,Bruthen,27.0
2017,Buangor,6.0
2017,Buchan,22.0
2017,Buckland,4.0
2017,Buckley,3.0
2017,Buckley Swamp,1.0
2017,Budgeree,4.0
2017,Buffalo,25.0
2017,Buffalo River,9.0
2017,Bulla,91.0
2017,Bullarook,4.0
2017,Bullarto,1.0
2017,Bullarto South,1.0
2017,Bulleen,390.0
2017,Bullengarook,19.0
2017,Bullioh,1.0
2017,Bullumwaal,2.0
2017,Buln Buln,19.0
2017,Buln Buln East,6.0
2017,Bumberrah,3.0
2017,Bunbartha,7.0
2017,Bundalong,7.0
2017,Bundalong South,9.0
2017,Bunding,2.0
2017,Bundoora,2417.0
2017,Bung Bong,3.0
2017,Bungador,1.0
2017,Bungalally,1.0
2017,Bungaree,16.0
2017,Bungeet,2.0
2017,Bungeet West,1.0
2017,Buninyong,146.0
2017,Bunkers Hill,3.0
2017,Bunyip,102.0
2017,Bunyip North,2.0
2017,Burnbank,4.0
2017,Burnewang,36.0
2017,Burnley,134.0
2017,Burnside,217.0
2017,Burnside Heights,148.0
2017,Burramboot,2.0
2017,Burramine,25.0
2017,Burramine South,2.0
2017,Burrowye,1.0
2017,Burrumbeet,18.0
2017,Burwood,902.0
2017,Burwood East,584.0
2017,Bushfield,14.0
2017,Buxton,32.0
2017,Byaduk North,7.0
2017,Byawatha,8.0
2017,Bylands,2.0
2017,Byrneside,18.0
2017,Cabarita,39.0
2017,Cabbage Tree Creek,2.0
2017,Cadello,1.0
2017,Cairnlea,408.0
2017,Calder Park,33.0
2017,Caldermeade,51.0
2017,California Gully,353.0
2017,Calivil,8.0
2017,Callignee,17.0
2017,Callignee North,7.0
2017,Callignee South,1.0
2017,Calulu,1.0
2017,Cambarville,3.0
2017,Camberwell,1296.0
2017,Cambrian Hill,13.0
2017,Campbellfield,1198.0
2017,Campbells Creek,44.0
2017,Campbells Forest,1.0
2017,Campbelltown,3.0
2017,Camperdown,248.0
2017,Canadian,171.0
2017,Caniambo,9.0
2017,Cann River,60.0
2017,Cannons Creek,34.0
2017,Canterbury,241.0
2017,Cape Bridgewater,9.0
2017,Cape Clear,6.0
2017,Cape Otway,4.0
2017,Cape Paterson,71.0
2017,Cape Schanck,13.0
2017,Cape Woolamai,100.0
2017,Capels Crossing,3.0
2017,Carag Carag,2.0
2017,Caramut,7.0
2017,Carapooee,5.0
2017,Carapooee West,18.0
2017,Carapook,3.0
2017,Carboor,3.0
2017,Cardigan,26.0
2017,Cardigan Village,12.0
2017,Cardinia,25.0
2017,Cardross,29.0
2017,Caringal,9.0
2017,Carisbrook,66.0
2017,Carlisle River,4.0
2017,Carlsruhe,28.0
2017,Carlton,1838.0
2017,Carlton North,519.0
2017,Carlyle,1.0
2017,Carnegie,823.0
2017,Carngham,2.0
2017,Caroline Springs,1138.0
2017,Carpendeit,10.0
2017,Carrajung,3.0
2017,Carrajung Lower,28.0
2017,Carrajung South,7.0
2017,Carranballac,1.0
2017,Carrum,394.0
2017,Carrum Downs,1722.0
2017,Carwarp,7.0
2017,Cashmore,1.0
2017,Cassilis,1.0
2017,Castella,15.0
2017,Casterton,133.0
2017,Castlemaine,560.0
2017,Catani,10.0
2017,Cathcart,3.0
2017,Cathkin,1.0
2017,Caulfield,372.0
2017,Caulfield East,286.0
2017,Caulfield North,588.0
2017,Caulfield South,458.0
2017,Cavendish,2.0
2017,Ceres,10.0
2017,Chadstone,783.0
2017,Chapple Vale,1.0
2017,Charlemont,19.0
2017,Charleroi,1.0
2017,Charlton,26.0
2017,Chatsworth,1.0
2017,Chelsea,482.0
2017,Chelsea Heights,301.0
2017,Cheltenham,1893.0
2017,Cheshunt,5.0
2017,Chesney Vale,11.0
2017,Chetwynd,5.0
2017,Chewton,24.0
2017,Childers,7.0
2017,Chiltern,48.0
2017,Chiltern Valley,1.0
2017,Chintin,4.0
2017,Chirnside Park,570.0
2017,Christmas Hills,37.0
2017,Chum Creek,11.0
2017,Churchill,547.0
2017,Clarendon,1.0
2017,Clarinda,289.0
2017,Clarkefield,42.0
2017,Clarkes Hill,2.0
2017,Clayton,1959.0
2017,Clayton South,648.0
2017,Clear Lake,2.0
2017,Clematis,4.0
2017,Clifton Creek,2.0
2017,Clifton Hill,554.0
2017,Clifton Springs,133.0
2017,Clonbinane,51.0
2017,Cloverlea,2.0
2017,Club Terrace,10.0
2017,Clunes,86.0
2017,Clyde,214.0
2017,Clyde North,604.0
2017,Clydebank,14.0
2017,Coalville,2.0
2017,Cobains,9.0
2017,Cobaw,4.0
2017,Cobbannah,2.0
2017,Cobden,87.0
2017,Cobram,605.0
2017,Cobram East,13.0
2017,Cobrico,1.0
2017,Cobungra,2.0
2017,Coburg,2466.0
2017,Coburg North,1026.0
2017,Cochranes Creek,1.0
2017,Cockatoo,139.0
2017,Cocoroc,2.0
2017,Codrington,3.0
2017,Cohuna,112.0
2017,Coimadai,23.0
2017,Cokum,1.0
2017,Colac,1224.0
2017,Colac East,10.0
2017,Colac West,14.0
2017,Colbinabbin,3.0
2017,Colbrook,2.0
2017,Coldstream,115.0
2017,Coleraine,71.0
2017,Colignan,14.0
2017,Collingwood,2001.0
2017,Combienbar,2.0
2017,Concongella,7.0
2017,Condah,2.0
2017,Congupna,31.0
2017,Connewarre,17.0
2017,Coolaroo,772.0
2017,Cooma,3.0
2017,Coomboona,11.0
2017,Coomoora,10.0
2017,Coongulla,18.0
2017,Coonooer Bridge,1.0
2017,Coonooer West,1.0
2017,Cooriemungle,8.0
2017,Cora Lynn,10.0
2017,Corack,2.0
2017,Coragulac,4.0
2017,Corindhap,3.0
2017,Corinella,52.0
2017,Corio,3122.0
2017,Corndale,2.0
2017,Cornella,4.0
2017,Cornishtown,17.0
2017,Coronet Bay,39.0
2017,Corop,18.0
2017,Cororooke,31.0
2017,Corringle,4.0
2017,Corryong,64.0
2017,Corunnun,1.0
2017,Cosgrove,4.0
2017,Cosgrove South,1.0
2017,Costerfield,1.0
2017,Cotswold,1.0
2017,Cottles Bridge,13.0
2017,Cowangie,8.0
2017,Cowes,437.0
2017,Cowleys Creek,1.0
2017,Cowwarr,9.0
2017,Craigie,6.0
2017,Craigieburn,3709.0
2017,Cranbourne,3299.0
2017,Cranbourne East,763.0
2017,Cranbourne North,1261.0
2017,Cranbourne South,67.0
2017,Cranbourne West,800.0
2017,Cremorne,521.0
2017,Cressy,13.0
2017,Creswick,274.0
2017,Creswick North,1.0
2017,Crib Point,202.0
2017,Crooked River,3.0
2017,Cross Roads,2.0
2017,Crossley,5.0
2017,Crossover,23.0
2017,Crowlands,1.0
2017,Croxton East,4.0
2017,Croydon,2130.0
2017,Croydon Hills,91.0
2017,Croydon North,239.0
2017,Croydon South,231.0
2017,Cudgee,1.0
2017,Cudgewa,5.0
2017,Culgoa,12.0
2017,Cullen,5.0
2017,Cullulleraine,17.0
2017,Curdies River,1.0
2017,Curdievale,2.0
2017,Curlewis,96.0
2017,Dadswells Bridge,10.0
2017,Daisy Hill,10.0
2017,Dales Creek,9.0
2017,Dallas,551.0
2017,Dalmore,20.0
2017,Dalyston,41.0
2017,Dandenong,7684.0
2017,Dandenong North,1628.0
2017,Dandenong South,902.0
2017,Dargo,36.0
2017,Darley,369.0
2017,Darlington,32.0
2017,Darnum,32.0
2017,Darraweit Guim,22.0
2017,Darriman,3.0
2017,Dartmoor,3.0
2017,Dartmouth,8.0
2017,Daylesford,222.0
2017,Dean,2.0
2017,Deans Marsh,1.0
2017,Dederang,13.0
2017,Deep Lead,28.0
2017,Deepdene,77.0
2017,Deer Park,1627.0
2017,Delacombe,541.0
2017,Delahey,407.0
2017,Delatite,1.0
2017,Delburn,3.0
2017,Delegate River,2.0
2017,Denicull Creek,6.0
2017,Denison,9.0
2017,Dennington,63.0
2017,Derby,2.0
2017,Dereel,28.0
2017,Derrimut,625.0
2017,Derrinal,6.0
2017,Derrinallum,14.0
2017,Devenish,3.0
2017,Devils River,1.0
2017,Devon Meadows,79.0
2017,Devon North,12.0
2017,Dewhurst,14.0
2017,Dhurringile,5.0
2017,Diamond Creek,520.0
2017,Digby,3.0
2017,Diggers Rest,272.0
2017,Diggora,3.0
2017,Dimboola,128.0
2017,Dingee,11.0
2017,Dingley Village,433.0
2017,Dingwall,6.0
2017,Dinner Plain,13.0
2017,Dixons Creek,27.0
2017,Dobie,8.0
2017,Docklands,2583.0
2017,Don Valley,109.0
2017,Donald,53.0
2017,Doncaster,1489.0
2017,Doncaster East,1196.0
2017,Donnybrook,48.0
2017,Donvale,381.0
2017,Dooen,10.0
2017,Dookie,12.0
2017,Doreen,1175.0
2017,Douglas,11.0
2017,Doveton,1160.0
2017,Dreeite,1.0
2017,Driffield,8.0
2017,Drik Drik,1.0
2017,Dromana,541.0
2017,Drouin,1015.0
2017,Drouin East,20.0
2017,Drouin South,29.0
2017,Drouin West,20.0
2017,Drumanure,1.0
2017,Drumborg,5.0
2017,Drumcondra,79.0
2017,Drummartin,1.0
2017,Drummond,6.0
2017,Drummond North,3.0
2017,Drung,11.0
2017,Dry Diggings,1.0
2017,Drysdale,233.0
2017,Duchembegarra,3.0
2017,Dumbalk,24.0
2017,Dunach,5.0
2017,Dundonnell,1.0
2017,Dunkeld,9.0
2017,Dunluce,1.0
2017,Dunneworthy,2.0
2017,Dunnstown,10.0
2017,Dunolly,59.0
2017,Durdidwarrah,1.0
2017,Durham Lead,2.0
2017,Durham Ox,2.0
2017,Dutson,2.0
2017,Dutson Downs,4.0
2017,Dutton Way,4.0
2017,Duverney,9.0
2017,Eagle Point,48.0
2017,Eaglehawk,518.0
2017,Eaglemont,190.0
2017,Earlston,13.0
2017,East Bairnsdale,251.0
2017,East Bendigo,211.0
2017,East Geelong,494.0
2017,East Melbourne,817.0
2017,East Sale,1.0
2017,East Warburton,32.0
2017,Eastern View,3.0
2017,Eastwood,66.0
2017,Ebden,7.0
2017,Echuca,1749.0
2017,Echuca Village,18.0
2017,Echuca West,1.0
2017,Ecklin South,9.0
2017,Eddington,4.0
2017,Eden Park,63.0
2017,Edenhope,41.0
2017,Edgecombe,6.0
2017,Edithvale,257.0
2017,Eganstown,5.0
2017,Eildon,92.0
2017,Elaine,23.0
2017,Eldorado,6.0
2017,Elevated Plains,1.0
2017,Elingamite,1.0
2017,Elingamite North,6.0
2017,Ellaswood,1.0
2017,Ellerslie,1.0
2017,Elliminyt,74.0
2017,Ellinbank,16.0
2017,Elmhurst,13.0
2017,Elmore,96.0
2017,Elphinstone,50.0
2017,Elsternwick,685.0
2017,Eltham,825.0
2017,Eltham North,136.0
2017,Elwood,900.0
2017,Emerald,221.0
2017,Emu Creek,3.0
2017,Endeavour Hills,1348.0
2017,Enfield,18.0
2017,Ensay,4.0
2017,Eppalock,10.0
2017,Epping,3458.0
2017,Epsom,234.0
2017,Ercildoune,1.0
2017,Erica,7.0
2017,Eskdale,11.0
2017,Essendon,1252.0
2017,Essendon Fields,196.0
2017,Essendon North,163.0
2017,Essendon West,63.0
2017,Eumemmerring,242.0
2017,Eurack,1.0
2017,Eureka,61.0
2017,Euroa,168.0
2017,Eurobin,5.0
2017,Evansford,4.0
2017,Eversley,1.0
2017,Everton,12.0
2017,Everton Upper,3.0
2017,Exford,10.0
2017,Eynesbury,59.0
2017,Fairbank,1.0
2017,Fairfield,492.0
2017,Fairhaven,6.0
2017,Fairy Dell,2.0
2017,Falls Creek,1.0
2017,Faraday,8.0
2017,Fawcett,4.0
2017,Fawkner,814.0
2017,Ferguson,1.0
2017,Fern Hill,3.0
2017,Fernbank,27.0
2017,Ferntree Gully,1529.0
2017,Ferny Creek,29.0
2017,Fingal,61.0
2017,Fish Creek,22.0
2017,Fiskville,3.0
2017,Fitzroy,2692.0
2017,Fitzroy North,1021.0
2017,Flagstaff,205.0
2017,Flemington,1238.0
2017,Flinders,47.0
2017,Flora Hill,174.0
2017,Flowerdale,35.0
2017,Flynn,4.0
2017,Footscray,2691.0
2017,Forbes,7.0
2017,Forest Hill,578.0
2017,Forge Creek,12.0
2017,Forrest,12.0
2017,Foster,63.0
2017,Foster North,1.0
2017,Fosterville,6.0
2017,Framlingham,9.0
2017,Franklinford,2.0
2017,Frankston,7266.0
2017,Frankston North,912.0
2017,Frankston South,586.0
2017,Freeburgh,1.0
2017,Frenchmans,1.0
2017,Freshwater Creek,22.0
2017,Fryerstown,3.0
2017,Fulham,43.0
2017,Fumina,1.0
2017,Fumina South,2.0
2017,Fyans Creek,4.0
2017,Fyansford,70.0
2017,Gaffneys Creek,1.0
2017,Gainsborough,1.0
2017,Gannawarra,5.0
